STATE,COUNTY,NAME_LEA21,NAME_COUNTY21
08,044,Greeley School District 6,Weld County
08,044,Pawnee School District RE-12,Weld County
08,049,Platte Valley School District RE-7,Weld County
08,073,Windsor School District RE-4,Weld County
08,000,Yuma School District 1,Yuma County
08,000,Wray School District RD-2,Yuma County
09,002,Bethel School District,Fairfield County
09,004,Bridgeport School District,Fairfield County
09,005,Brookfield School District,Fairfield County
09,010,Danbury School District,Fairfield County
09,010,Darien School District,Fairfield County
09,014,Easton School District,Fairfield County
09,015,Fairfield School District,Fairfield County
09,017,Greenwich School District,Fairfield County
09,025,Monroe School District,Fairfield County
09,027,New Canaan School District,Fairfield County
09,027,New Fairfield School District,Fairfield County
09,029,Newtown School District,Fairfield County
09,030,Norwalk School District,Fairfield County
09,035,Redding School District,Fairfield County
09,037,Regional High School District 09,Fairfield County
09,038,Ridgefield School District,Fairfield County
09,040,Shelton School District,Fairfield County
09,040,Sherman School District,Fairfield County
09,043,Stamford School District,Fairfield County
09,044,Stratford School District,Fairfield County
09,046,Trumbull School District,Fairfield County
09,050,Weston School District,Fairfield County
09,050,Westport School District,Fairfield County
09,051,Wilton School District,Fairfield County
09,001,Avon School District,Hartford County
09,002,Berlin School District,Hartford County
09,003,Bloomfield School District,Hartford County
09,005,Bristol School District,Hartford County
09,006,Canton School District,Hartford County
09,011,East Granby School District,Hartford County
09,012,East Hartford School District,Hartford County
09,013,East Windsor School District,Hartford County
09,014,Enfield School District,Hartford County
09,015,Farmington School District,Hartford County
09,016,Glastonbury School District,Hartford County
09,016,Granby School District,Hartford County
09,019,Hartford School District,Hartford County
09,019,Hartland School District,Hartford County
09,023,Manchester School District,Hartford County
09,023,Marlborough School District,Hartford County
09,026,New Britain School District,Hartford County
09,028,Newington School District,Hartford County
09,033,Plainville School District,Hartford County
09,038,Rocky Hill School District,Hartford County
09,041,Simsbury School District,Hartford County
09,041,South Windsor School District,Hartford County
09,042,Southington School District,Hartford County
09,044,Suffield School District,Hartford County
09,049,West Hartford School District,Hartford County
09,050,Wethersfield School District,Hartford County
09,052,Windsor School District,Hartford County
09,052,Windsor Locks School District,Hartford County
09,001,Barkhamsted School District,Litchfield County
09,006,Canaan School District,Litchfield County
09,008,Colebrook School District,Litchfield County
09,009,Cornwall School District,Litchfield County
09,020,Kent School District,Litchfield County
09,022,Litchfield School District,Litchfield County
09,027,New Hartford School District,Litchfield County
09,028,New Milford School District,Litchfield County
09,029,Norfolk School District,Litchfield County
09,030,North Canaan School District,Litchfield County
09,033,Plymouth School District,Litchfield County
09,035,Regional School District 06,Litchfield County
09,035,Regional School District 12,Litchfield County
09,035,Regional School District 14,Litchfield County
09,036,Regional High School District 01,Litchfield County
09,037,Regional High School District 07,Litchfield County
09,039,Salisbury School District,Litchfield County
09,040,Sharon School District,Litchfield County
09,045,Thomaston School District,Litchfield County
09,045,Torrington School District,Litchfield County
09,048,Watertown School District,Litchfield County
09,051,Winchester School District,Litchfield County
09,007,Chester School District,Middlesex County
09,008,Clinton School District,Middlesex County
09,009,Cromwell School District,Middlesex County
09,010,Deep River School District,Middlesex County
09,012,East Haddam School District,Middlesex County
09,012,East Hampton School District,Middlesex County
09,015,Essex School District,Middlesex County
09,024,Middletown School District,Middlesex County
09,031,Old Saybrook School District,Middlesex County
09,033,Portland School District,Middlesex County
09,035,Regional School District 13,Middlesex County
09,035,Regional School District 17,Middlesex County
09,036,Regional High School District 04,Middlesex County
09,049,Westbrook School District,Middlesex County
09,000,Ansonia School District,New Haven County
09,002,Bethany School District,New Haven County
09,004,Branford School District,New Haven County
09,007,Cheshire School District,New Haven County
09,011,Derby School District,New Haven County
09,012,East Haven School District,New Haven County
09,018,Guilford School District,New Haven County
09,018,Hamden School District,New Haven County
09,022,Madison School District,New Haven County
09,024,Meriden School District,New Haven County
09,025,Milford School District,New Haven County
09,026,Naugatuck School District,New Haven County
09,027,New Haven School District,New Haven County
09,029,North Branford School District,New Haven County
09,030,North Haven School District,New Haven County
09,032,Orange School District,New Haven County
09,032,Oxford School District,New Haven County
09,035,Regional School District 15,New Haven County
09,035,Regional School District 16,New Haven County
09,036,Regional High School District 05,New Haven County
09,039,Seymour School District,New Haven County
09,047,Wallingford School District,New Haven County
09,048,Waterbury School District,New Haven County
09,049,West Haven School District,New Haven County
09,052,Wolcott School District,New Haven County
09,053,Woodbridge School District,New Haven County
09,003,Bozrah School District,New London County
09,008,Colchester School District,New London County
09,013,East Lyme School District,New London County
09,015,Franklin School District,New London County
09,017,Griswold School District,New London County
09,017,Groton School District,New London County
09,021,Lebanon School District,New London County
09,021,Ledyard School District,New London County
09,021,Lisbon School District,New London County
09,025,Montville School District,New London County
09,028,New London School District,New London County
09,030,North Stonington School District,New London County
09,031,Norwich School District,New London County
09,034,Preston School District,New London County
09,035,Regional School District 18,New London County
09,039,Salem School District,New London County
09,042,Sprague School District,New London County
09,043,Stonington School District,New London County
09,047,Voluntown School District,New London County
09,048,Waterford School District,New London County
09,000,Andover School District,Tolland County
09,003,Bolton School District,Tolland County
09,009,Columbia School District,Tolland County
09,009,Coventry School District,Tolland County
09,014,Ellington School District,Tolland County
09,020,Hebron School District,Tolland County
09,023,Mansfield School District,Tolland County
09,041,Somers School District,Tolland County
09,042,Stafford School District,Tolland County
09,045,Tolland School District,Tolland County
09,046,Union School District,Tolland County
09,046,Vernon School District,Tolland County
09,051,Willington School District,Tolland County
09,000,Ashford School District,Windham County
09,005,Brooklyn School District,Windham County
09,006,Canterbury School District,Windham County
09,007,Chaplin School District,Windham County
09,013,Eastford School District,Windham County
09,018,Hampton School District,Windham County
09,020,Killingly School District,Windham County
09,032,Plainfield School District,Windham County
09,033,Pomfret School District,Windham County
09,034,Putnam School District,Windham County
09,035,Regional High School District 11,Windham County
09,039,Scotland School District,Windham County
09,043,Sterling School District,Windham County
09,045,Thompson School District,Windham County
09,051,Windham School District,Windham County
09,053,Woodstock School District,Windham County
10,001,Caesar Rodney School District,Kent County
10,001,Capital School District,Kent County
