LEAID,NAME_LEA21,NAME_COUNTY21
0620760,Lakeside Union Elementary School District,Kings County
0621360,Lemoore Union Elementary School District,Kings County
0621400,Lemoore Union High School District,Kings County
0630510,Pioneer Union Elementary School District,Kings County
0632270,Reef-Sunset Unified School District,Kings County
0601442,Upper Lake Unified School District,Lake County
0619320,Kelseyville Unified School District,Lake County
0620070,Konocti Unified School District,Lake County
0620670,Lakeport Unified School District,Lake County
0623040,Lucerne Elementary School District,Lake County
0624750,Middletown Unified School District,Lake County
0699008,Upper Lake Unified School District (9-12),Lake County
0600011,Fort Sage Unified School District,Lassen County
0618780,Janesville Union Elementary School District,Lassen County
0619050,Johnstonville Elementary School District,Lassen County
0621060,Lassen Union High School District,Lassen County
0631830,Ravendale-Termo Elementary School District,Lassen County
0632520,Richmond Elementary School District,Lassen County
0636420,Shaffer Union Elementary School District,Lassen County
0638550,Susanville Elementary School District,Lassen County
0642300,Westwood Unified School District,Lassen County
0600001,Acton-Agua Dulce Unified School District,Los Angeles County
0600025,Manhattan Beach Unified School District,Los Angeles County
0600032,Redondo Beach Unified School District,Los Angeles County
0600153,Alhambra Unified School District,Los Angeles County
0601428,Wiseburn Unified School District,Los Angeles County
0601620,ABC Unified School District,Los Angeles County
0602820,Antelope Valley Union Joint High School District,Los Angeles County
0602970,Arcadia Unified School District,Los Angeles County
0603600,Azusa Unified School District,Los Angeles County
0603690,Baldwin Park Unified School District,Los Angeles County
0604110,Bassett Unified School District,Los Angeles County
0604440,Bellflower Unified School District,Los Angeles County
0604830,Beverly Hills Unified School District,Los Angeles County
0605610,Bonita Unified School District,Los Angeles County
0606037,Alhambra Unified School District (9-12),Los Angeles County
0606450,Burbank Unified School District,Los Angeles County
0607740,Castaic Union School District,Los Angeles County
0607920,Centinela Valley Union High School District,Los Angeles County
0608190,Charter Oak Unified School District,Los Angeles County
0608760,Claremont Unified School District,Los Angeles County
0609620,Compton Unified School District,Los Angeles County
0610050,Covina-Valley Unified School District,Los Angeles County
0610260,Culver City Unified School District,Los Angeles County
0611460,Downey Unified School District,Los Angeles County
0611520,Duarte Unified School District,Los Angeles County
0611850,East Whittier City Elementary School District,Los Angeles County
0611910,Eastside Union Elementary School District,Los Angeles County
0612090,El Monte City School District,Los Angeles County
0612120,El Monte Union High School District,Los Angeles County
0612180,El Rancho Unified School District,Los Angeles County
0612210,El Segundo Unified School District,Los Angeles County
0614940,Garvey Elementary School District,Los Angeles County
0615240,Glendale Unified School District,Los Angeles County
0615270,Glendora Unified School District,Los Angeles County
0615600,Gorman Elementary School District,Los Angeles County
0616325,Hacienda La Puente Unified School District,Los Angeles County
0616680,Hawthorne Elementary School District,Los Angeles County
0617040,Hermosa Beach City Elementary School District,Los Angeles County
0617880,Hughes-Elizabeth Lakes Union Elementary School District,Los Angeles County
0618390,Inglewood Unified School District,Los Angeles County
0619440,Keppel Union Elementary School District,Los Angeles County
0620130,La Ca̱ada Unified School District,Los Angeles County
0620880,Lancaster Elementary School District,Los Angeles County
0621210,Lawndale Elementary School District,Los Angeles County
0621420,Lennox Elementary School District,Los Angeles County
0621930,Little Lake City Elementary School District,Los Angeles County
0622500,Long Beach Unified School District,Los Angeles County
0622710,Los Angeles Unified School District,Los Angeles County
0622890,Los Nietos Elementary School District,Los Angeles County
0623160,Lynwood Unified School District,Los Angeles County
0625320,Monrovia Unified School District,Los Angeles County
0625470,Montebello Unified School District,Los Angeles County
0626190,Mountain View Elementary School District,Los Angeles County
0627180,Newhall Elementary School District,Los Angeles County
0627690,Norwalk-La Mirada Unified School District,Los Angeles County
0629580,Palmdale Elementary School District,Los Angeles County
0629700,Palos Verdes Peninsula Unified School District,Los Angeles County
0629850,Paramount Unified School District,Los Angeles County
0629940,Pasadena Unified School District,Los Angeles County
0631320,Pomona Unified School District,Los Angeles County
0633570,Rosemead Elementary School District,Los Angeles County
0634425,San Gabriel Unified School District,Los Angeles County
0634860,San Marino Unified School District,Los Angeles County
0635700,Santa Monica-Malibu Unified School District,Los Angeles County
0635970,Saugus Union Elementary School District,Los Angeles County
0637500,South Pasadena Unified School District,Los Angeles County
0637560,South Whittier Elementary School District,Los Angeles County
0638220,Sulphur Springs Union Elementary School District,Los Angeles County
0638980,Temple City Unified School District,Los Angeles County
0639420,Torrance Unified School District,Los Angeles County
0640650,Valle Lindo Elementary School District,Los Angeles County
0641280,Walnut Valley Unified School District,Los Angeles County
0642000,West Covina Unified School District,Los Angeles County
0642120,Westside Union Elementary School District,Los Angeles County
0642450,Whittier City Elementary School District,Los Angeles County
0642480,Whittier Union High School District,Los Angeles County
0642510,William S. Hart Union High School District,Los Angeles County
0642810,Wilsona Elementary School District,Los Angeles County
0600068,Golden Valley Unified School District,Madera County
0600116,Chawanakee Unified School District,Madera County
0600160,Yosemite Unified School District,Madera County
